RESP_ID,SUR_SCORE,MASKED_IP,CRT_DT,COUNTRY_CODE,REGION
13071656,8,"MTQ5,Dk1,TMy,A==",1/18/2018 8:48,FI,uusimaa
13071811,10,"MTM0Mjk4,TE0OA==",1/18/2018 8:59,FR,ile-de-france
13071889,9,"MzY4,DgzOTU=",1/18/2018 9:05,AE,dubai
13071909,10,MTM4MzU5MjY2Mg==,1/18/2018 9:06,CZ,praha
13071920,10,"MzU3ODcz,Tg1OA==",1/18/2018 9:07,IE,
13071988,10,"Mjk1,jk1ODE4OQ==",1/18/2018 9:11,HU,budapest
13072012,8,"MTM2ODUxMTE4,g==",1/18/2018 9:12,GB,
13072097,7,"MzA1ODE0,zYwOQ==",1/18/2018 9:17,IN,uttar pradesh
13072253,10,"MTg0,DEwMzMx,A==",1/18/2018 9:27,GB,
13072647,10,"MTI5,zcxMTI0Mg==",1/18/2018 9:50,GB,
13072656,8,"MTU2MjQ5,zE1,w==",1/18/2018 9:50,IT,
13072773,9,"MTM2ODIzMzky,g==",1/18/2018 9:57,GB,
13072952,8,"MTUzMTQ5,Tk3OA==",1/18/2018 10:06,AE,dubai
13073122,9,"MzEw,Dg3MjYxOA==",1/18/2018 10:17,GB,
13073163,3,"MjQ1,TA2ODUx",1/18/2018 10:19,VN,ha noi
13073194,9,"MzY0Mjg0ODA0,g==",1/18/2018 10:21,GB,
13073304,9,"MzAwMjY3,TYz,A==",1/18/2018 10:26,DK,hovedstaden
13073427,2,"MTM3,zk3OTQz,g==",1/18/2018 10:33,GB,
13073460,8,"MTQ1,Dk5,DQwMQ==",1/18/2018 10:35,GB,
13073480,10,"MTQ3,TUzODQwOQ==",1/18/2018 10:37,GB,
13073540,8,",zc0,jgx,jI4",1/18/2018 10:40,NL,noord-holland
13073612,10,"MzU2,Tk5OTgz,A==",1/18/2018 10:44,GB,
13073621,9,"OTM2ODYx,TY=",1/18/2018 10:44,BE,bruxelles-capitale
13073862,5,"MTQ1MTY3OTE2,Q==",1/18/2018 10:58,GB,
13073873,9,Mjg5ODc2MzI0MA==,1/18/2018 10:59,AU,new south wales
13073892,8,"MTUz,jYw,DY5,w==",1/18/2018 11:00,PL,podkarpackie
13073897,8,"MTg0ODQwOTc1,Q==",1/18/2018 11:00,NP,bagmati
13073911,6,MTMxODYxMjIxMw==,1/18/2018 11:01,IT,pisa
13074044,10,"MzQxMzc4MTc2,A==",1/18/2018 11:08,IN,haryana
13074089,10,"MzU2,Dg4,jQxOA==",1/18/2018 11:11,NL,noord-holland
13074170,7,"MTQyMjY0ODYy,w==",1/18/2018 11:16,IE,dublin
13074219,10,"MTA1,TQxODM0,g==",1/18/2018 11:19,GB,
13074493,10,"MzU4Mzc0,DEx,A==",1/18/2018 11:35,SE,stockholms lan
13074524,0,MzAxMDIzMTEyMg==,1/18/2018 11:36,BR,santa catarina
13074554,10,"MzU4,DIy,jQ3MA==",1/18/2018 11:37,NO,rogaland
13074591,6,MjAwMTg4ODI0Mg==,1/18/2018 11:39,IN,karnataka
13074731,10,"MzE2,jcxOTI0,Q==",1/18/2018 11:46,DE,bayern
13074744,7,MTI0MTM3MDk0Mw==,1/18/2018 11:47,US,new hampshire
13074798,2,"Mjc4MzAw,jgzMQ==",1/18/2018 11:50,GB,
13074887,8,"MzE2,TU2ODQw,A==",1/18/2018 11:55,DE,bayern
13075009,7,"MjQ2MjU5,zg5OQ==",1/18/2018 12:03,GB,
13075063,9,"MTQxMTE0,zEz,A==",1/18/2018 12:05,NL,overijssel
13075652,6,"MzExMzYx,TEyMQ==",1/18/2018 12:34,IL,tel aviv
13075661,8,"MzI3,jAx,Dc3MA==",1/18/2018 12:35,FR,
13075890,10,"MTU1OTUy,zA4Mw==",1/18/2018 12:46,UA,kyiv
13075905,1,"MzM1MjAyMDA5,w==",1/18/2018 12:47,IL,tel aviv
13075917,10,"MjA1ODA1,DI1OA==",1/18/2018 12:47,IN,karnataka
13075954,8,"MzU2ODYxODIx,Q==",1/18/2018 12:49,PL,mazowieckie
13075971,10,"MzQ3,TA0,DYxMQ==",1/18/2018 12:50,US,indiana
13075972,8,MzM2ODg1MzU1Mg==,1/18/2018 12:50,BR,sao paulo
13076089,10,"MzM4,zI2OTcxOQ==",1/18/2018 12:54,DO,distrito nacional
13076205,9,"MjU2,TMwMjAyMQ==",1/18/2018 12:59,CL,region metro de santiago
13076260,8,"MTU1,zExMjUx,A==",1/18/2018 13:02,GB,
13076409,10,"MTM5ODcy,TExMQ==",1/18/2018 13:09,DK,hovedstaden
13076557,9,MzU4MzU3Mzc2Mg==,1/18/2018 13:16,GB,
13076601,6,"MTA3,TQ3OTg3,Q==",1/18/2018 13:18,CA,ontario
13076664,3,"MTI4MTk3ODcz,w==",1/18/2018 13:20,US,georgia
13076755,10,"MTU0,jE4OTE2,g==",1/18/2018 13:24,GB,
13076859,10,"MTQ3,DMyOTI1Mw==",1/18/2018 13:29,GB,
13076878,8,"MzY1MDgy,jIyMw==",1/18/2018 13:30,GB,
13076882,10,"MTM2,DM5Mjk2OA==",1/18/2018 13:30,BE,
13076884,9,"MTM5,TY0MzI5MA==",1/18/2018 13:30,ES,barcelona
13076932,8,"MTE3,jExOTIz,g==",1/18/2018 13:32,CA,ontario
13077105,10,"MzEyOTg1,DA2Mw==",1/18/2018 13:39,AR,
13077228,2,"MzEw,TY4MTk3Mw==",1/18/2018 13:44,GB,
13077274,7,"MTQ5OTg0Mzcy,g==",1/18/2018 13:45,IE,dublin
13077435,0,",DAyMDI3,jQ0",1/18/2018 13:52,US,new york
13077480,6,"MzY0ODk1,Dkz,Q==",1/18/2018 13:53,ES,madrid
13077516,9,"Mjkw,zA3,TA5OA==",1/18/2018 13:55,US,new jersey
13077536,9,ODQzODI0OTc4,1/18/2018 13:56,US,new york
13077758,8,"MzU4MTY2,TAwMg==",1/18/2018 14:06,GB,
13077862,10,"MjY1MDIx,zcy",1/18/2018 14:10,US,texas
13077949,8,"MTIw,jUyODE0,A==",1/18/2018 14:13,US,massachusetts
13078054,7,"MTE0,DU5ODI4,A==",1/18/2018 14:18,US,kentucky
13078101,7,"MTQ1MTY3OTE2,Q==",1/18/2018 14:20,GB,
13078107,10,"MzE2,DEz,zgyMg==",1/18/2018 14:21,IT,modena
13078129,3,",jkwODY0,zA=",1/18/2018 14:22,US,pennsylvania
13078257,9,"MTM0,jUz,Dc5,A==",1/18/2018 14:26,ES,barcelona
13078325,8,"MzE2,jUzOTg4OA==",1/18/2018 14:28,BE,
13078338,0,MzM1MTM3MTEyMg==,1/18/2018 14:29,US,texas
13078416,8,MTE0MTEwMjgzMg==,1/18/2018 14:32,US,arizona
13078424,10,",DE4,Tg3MDE=",1/18/2018 14:33,GB,
13078467,3,"MTM5MzQ1,zcz,w==",1/18/2018 14:34,PL,malopolskie
13078597,8,"MTMz,TEzMTg3,A==",1/18/2018 14:39,ES,cordoba
13078603,9,"MTQ1MjgxOTg0,w==",1/18/2018 14:39,GB,
13078621,9,"MTc4,jgxODk1,w==",1/18/2018 14:40,JP,tokyo
13078789,6,MTA4OTA3ODI4MA==,1/18/2018 14:46,US,south carolina
13078828,10,"MTIzODMy,jMzMw==",1/18/2018 14:47,US,georgia
13078894,9,"MTgx,zI5MzM2OQ==",1/18/2018 14:50,US,north carolina
13078908,10,"MTQzOTE2Mjc1,g==",1/18/2018 14:50,GB,
13079065,0,MzAzODYyMzE2Mg==,1/18/2018 14:56,AR,buenos aires
13079101,8,"MTIxMTE2,jk5OQ==",1/18/2018 14:57,US,texas
13079139,9,"MTIz,jMzMzY4Mw==",1/18/2018 14:59,US,illinois
13079173,9,"MTI1,Dg1MDYzMA==",1/18/2018 15:00,US,florida
13079236,10,"MjkyMzQx,Dc5MQ==",1/18/2018 15:02,US,georgia
13079239,5,"MTM3,zY0,zY2Mw==",1/18/2018 15:02,GB,
13079262,8,"MzQ4,TMy,TI5OA==",1/18/2018 15:03,CA,ontario
13079333,8,Mjg0MzkyMTgzMQ==,1/18/2018 15:06,US,georgia
13079453,10,"MzEyMDg2MDQ4,A==",1/18/2018 15:11,EC,pichincha
13079477,8,"MTQ5OTg1,TY0OQ==",1/18/2018 15:12,IE,
13079549,10,",jQzMzU5MzQ2",1/18/2018 15:15,US,illinois
13079604,10,"MTM5,jAw,jQzMA==",1/18/2018 15:16,ES,valencia
13079620,8,MzU3MjYyMDA2OQ==,1/18/2018 15:17,GB,
13079651,10,"MTMyMTYz,DM2MA==",1/18/2018 15:18,FR,pays-de-la-loire
13079814,9,"MTY3MTg0Mjg3,A==",1/18/2018 15:23,US,texas
13079896,10,"MTQ2MjkxODcz,A==",1/18/2018 15:27,DK,hovedstaden
13079951,9,"MTUzMzUw,jk3Mw==",1/18/2018 15:28,DE,baden-wurttemberg
13080004,10,"MTM2,zUxODIwMQ==",1/18/2018 15:30,GB,
13080057,7,MzU2MjExODEzMQ==,1/18/2018 15:32,ES,madrid
13080472,10,",DAz,jY5ODk4",1/18/2018 15:44,US,illinois
13080481,8,"MTI4MDM4,jQ1MA==",1/18/2018 15:45,US,california
13080486,10,"MzU2MjU5OTEw,w==",1/18/2018 15:45,BE,
13080745,10,"MzUy,DQzODIxMQ==",1/18/2018 15:54,IN,tamil nadu
13080766,8,"MTUxOTkxMTQ2,g==",1/18/2018 15:55,GB,
13080803,7,"MTM4,TU4ODIy,g==",1/18/2018 15:56,US,new york
13080978,10,"Mjg2,TI1MjEw,w==",1/18/2018 16:02,GB,
13083261,3,"MTE4MTc0,Tk3,g==",1/18/2018 17:09,US,texas
13100613,10,",DAx,jM2MTUw",1/19/2018 8:03,US,california
13100718,5,"MTM2,DM4ODU3,Q==",1/19/2018 8:09,BE,antwerpen
13101159,10,MjY5OTIwMjgxOA==,1/19/2018 8:37,ZA,kwazulu-natal
13101205,5,"MTUw,jEw,TA2,g==",1/19/2018 8:39,GB,
13101213,9,"MTMz,TE2MDEz,Q==",1/19/2018 8:40,ES,valencia
13101226,7,MTkzMzcwMTA3OA==,1/19/2018 8:41,JP,tokyo
13101397,9,",zAx,jk2MDg0",1/19/2018 8:55,GH,greater accra
13101408,7,"MTQ2,Dc0OTM5Mw==",1/19/2018 8:56,DE,nordrhein-westfalen
13101411,9,"MTM2MDM2,jM0Mg==",1/19/2018 8:56,NL,utrecht
13101425,9,"MTQ4,jMyMTY4MA==",1/19/2018 8:57,NL,
13101539,9,"MzI4Mjgy,TE4,g==",1/19/2018 9:05,GB,
13101641,8,"MTA0,jg2MzM3MA==",1/19/2018 9:14,NO,oslo
13101657,9,"MTYwMDIxMDQw,Q==",1/19/2018 9:15,NL,noord-holland
13101737,10,"MTI5,DUwMzYzOA==",1/19/2018 9:20,NO,oslo
13101739,10,MTM2ODc5Mzk5Mw==,1/19/2018 9:20,GB,
13101740,8,MzE2MDI4MTIyMA==,1/19/2018 9:20,GB,
13101779,8,"MzIyODQzMzQ3,Q==",1/19/2018 9:23,DE,nordrhein-westfalen
13101816,8,"MzU1,jgwMDUxOA==",1/19/2018 9:26,ES,madrid
13101856,8,"MTM0ODkyMzEx,Q==",1/19/2018 9:28,ES,sevilla
13101886,4,"MzEw,Dc5,DcwMw==",1/19/2018 9:29,GB,
13102003,10,"MTUw,jEx,DExMA==",1/19/2018 9:37,GB,
13102089,8,"MTU3,jIy,DY0,g==",1/19/2018 9:43,DE,bayern
13102283,9,",DI3MTAz,TI=",1/19/2018 9:56,ES,barcelona
13102306,2,"MjI5,TI1OTA3,A==",1/19/2018 9:58,IE,dublin
13102399,10,"MzEz,jYx,DA2MQ==",1/19/2018 10:04,BR,rio de janeiro
13102415,8,"MTU1MTk3,TcxOA==",1/19/2018 10:04,FR,auvergne-rhone-alpes
13102465,9,"MTQ0MzQ1,TIz,w==",1/19/2018 10:08,GB,
13102535,7,"MTM0MTQ2,TM4OA==",1/19/2018 10:12,DE,berlin
13102558,10,"MTQ0,jA5OTMzOA==",1/19/2018 10:14,CZ,praha
13102608,0,"MzA1ODE4MzEw,g==",1/19/2018 10:17,IN,gujarat
13102680,10,"MTM4MzQ1,TEzMA==",1/19/2018 10:22,RS,belgrade
13102935,10,"MTM5,Dc1MjMyMw==",1/19/2018 10:36,ES,
13102979,8,"MzI1MjEwMzcy,g==",1/19/2018 10:40,NO,
13103054,9,MTQwODM0MDk0OA==,1/19/2018 10:45,SE,stockholms lan
13103064,6,"MzA1ODE4MzEw,g==",1/19/2018 10:46,IN,gujarat
13103068,7,"MTMyOTQ2,TUw,A==",1/19/2018 10:46,IT,
13103143,8,MTUxMzk0ODA2Mw==,1/19/2018 10:51,FR,ile-de-france
13103304,6,"MTUz,TAzOTU4,w==",1/19/2018 11:02,ES,barcelona
13103328,10,"MTczMjg1,TQ3,A==",1/19/2018 11:03,PH,
13103837,0,MzU1OTE3MDA1Mg==,1/19/2018 11:35,GB,
13104100,6,MTgzODIwODAyMQ==,1/19/2018 11:50,GB,
13104196,10,"MTUzMTE3,Dg0,w==",1/19/2018 11:57,DE,rheinland-pfalz
13104458,9,"MTMz,jQxOTI0,g==",1/19/2018 12:13,PT,lisboa
13104726,10,"MTM2,DM4,TU3MQ==",1/19/2018 12:29,BE,antwerpen
13104764,10,"MTM2MDI3,zUxMg==",1/19/2018 12:31,GB,
13104794,7,MzAzOTY0ODQ1Mg==,1/19/2018 12:33,AR,buenos aires
13104798,8,"MzIwMTc4,Tk5MA==",1/19/2018 12:33,CL,region metro de santiago
13104975,8,"MzM3,TM3,jIy,Q==",1/19/2018 12:42,BR,parana
13105396,9,"MTIy,TAzMTI2MQ==",1/19/2018 13:05,US,massachusetts
13105416,10,"MTI0,jI5MDk3Mw==",1/19/2018 13:06,US,new york
13105780,10,"MTM1MjE5,jc0,Q==",1/19/2018 13:24,DE,nordrhein-westfalen
13105796,10,MTE4MTgyMjgzMA==,1/19/2018 13:24,US,texas
13105839,10,MzE4ODYwMzIzMw==,1/19/2018 13:27,CL,region metro de santiago
13106004,10,"MTM2,zc5ODA2,g==",1/19/2018 13:35,GB,
13106028,10,"MTY3MjgwOTM1,w==",1/19/2018 13:36,US,florida
13106052,6,"ODUy,DQ1,DY2",1/19/2018 13:37,US,texas
13106121,10,"MTU1,zEzMjQ4Mw==",1/19/2018 13:40,GB,
13106208,9,"Mjk3ODk1,DQw,g==",1/19/2018 13:44,BR,sao paulo
13106226,8,"MjQ4,jk1MDUx,A==",1/19/2018 13:44,CA,british columbia
13106348,10,"MzU2ODk5MzU3,g==",1/19/2018 13:49,AT,wien
13106397,10,"Mjcz,DM4MTczMw==",1/19/2018 13:51,US,texas
13106445,7,",jc5OTExMDQy",1/19/2018 13:53,US,massachusetts
13106496,3,"MTEw,jM4OTEx,A==",1/19/2018 13:55,US,virginia
13106566,5,"MzU2,Dg4,jQxOA==",1/19/2018 13:58,NL,noord-holland
13106647,10,",zkx,DI0,jU4",1/19/2018 14:01,US,georgia
13106658,9,"Mjk2,TgyMzcwMg==",1/19/2018 14:01,DE,nordrhein-westfalen
13106736,9,",zg5,zc5MTM4",1/19/2018 14:05,US,new york
13106756,10,"Mjk3MjQ0MTM1,A==",1/19/2018 14:06,BR,sao paulo
13107096,8,MTYzMjUzODI5Mg==,1/19/2018 14:21,US,florida
13107224,10,MzE2MDI4MTY3Mg==,1/19/2018 14:25,GB,
13107733,7,"MTQ5MDAyMDYw,A==",1/19/2018 14:44,LU,
13107911,0,MTQyOTU0OTY4Mg==,1/19/2018 14:52,ES,madrid
13107948,5,"MzY0Mjgw,DQ2,g==",1/19/2018 14:54,GB,
13107951,10,",zg2MTAyMzU0",1/19/2018 14:54,FR,ile-de-france
13107980,10,MzY0MjgyOTY5OA==,1/19/2018 14:55,GB,
13107997,10,"MzYy,zQ1,jI1MQ==",1/19/2018 14:56,US,kentucky
13108220,10,"MTQ1Mzk3,Dcy,g==",1/19/2018 15:05,GB,
13108239,7,"MTY3,zQy,zU2,g==",1/19/2018 15:06,CA,new brunswick
13108323,10,MzU3ODY4MDg0OQ==,1/19/2018 15:08,GB,
13108334,9,"MTc1Mzg1,jUy,A==",1/19/2018 15:09,US,indiana
13108393,7,"MzI3MTYw,jMzOA==",1/19/2018 15:11,NO,oslo
13108446,9,"MzYz,jg5,zQx,g==",1/19/2018 15:13,US,oklahoma
13108503,9,"MTgy,jIzOTA3,w==",1/19/2018 15:15,US,florida
13108588,8,MTE4MjE2MTA5MA==,1/19/2018 15:19,US,texas
13108674,7,"MzQ3,TE5OTkzOA==",1/19/2018 15:22,CA,quebec
13108752,10,"OTU1,zEw,zQ=",1/19/2018 15:26,SE,stockholms lan
13108760,10,MzE4MDUyMjg1MA==,1/19/2018 15:26,MX,ciudad de mexico
13108849,7,"MjkxODE3MTky,w==",1/19/2018 15:30,US,new jersey
13108856,8,"MzU4ODQzODM5,A==",1/19/2018 15:30,ES,sevilla
13108926,10,"MTgy,DAx,DY3,Q==",1/19/2018 15:33,US,california
13109170,6,"ODU0MzA0,TQy",1/19/2018 15:42,US,
13109279,8,"ODUz,zUx,zIy",1/19/2018 15:46,US,washington
13109301,9,MTQzMzYxMzUxMw==,1/19/2018 15:47,GB,
13109392,10,"MTE4,jUyMzMzOQ==",1/19/2018 15:50,US,kansas
13109402,10,"Mjky,Tk0,jc1Mg==",1/19/2018 15:51,US,ohio
13109453,8,"MTEz,zc4,zI1OQ==",1/19/2018 15:53,US,wisconsin
13109585,7,",TMzMDE2,zYy",1/19/2018 15:58,IT,verona
13109793,8,"MTE5OTI1,jE5,A==",1/19/2018 16:05,US,pennsylvania
13109932,10,"MTM5MDA5Mzg1,w==",1/19/2018 16:10,GB,
13109981,8,MjM5OTE3MjYwOQ==,1/19/2018 16:12,BR,rio de janeiro
13110024,7,"Mjkx,zU0OTA5MQ==",1/19/2018 16:13,US,new jersey
13110025,10,",jQ1,jg4MTU0",1/19/2018 16:13,US,illinois
13110048,8,"MTI2ODUw,Dgz,w==",1/19/2018 16:14,CA,british columbia
13110139,8,"MjkyMzIx,TI2,Q==",1/19/2018 16:17,US,pennsylvania
13110258,6,",zU2ODAwODUx",1/19/2018 16:22,US,texas
13110375,10,"MTE0,DY5MDYyMQ==",1/19/2018 16:25,US,indiana
13110383,8,"MzIzMTQwMzg3,A==",1/19/2018 16:26,US,kansas
13110393,9,"MTM1ODcwOTE3,w==",1/19/2018 16:26,GB,
13110438,10,"MzU1,jk0MjM5MA==",1/19/2018 16:28,IE,kilkenny
13110471,8,MzQyODMxMTgxMw==,1/19/2018 16:29,US,oklahoma
13110509,9,MTM1MzI5MzkzMA==,1/19/2018 16:31,GB,
13110522,10,",jQ2,zQzMTYy",1/19/2018 16:31,US,california
13110610,10,"MTEx,zAyOTI1MA==",1/19/2018 16:33,US,missouri
13110648,7,"MTEz,TU2,DQ3OA==",1/19/2018 16:35,US,illinois
13110659,10,"MTE5,jc4MTk1MA==",1/19/2018 16:35,US,south carolina
13110784,10,"Mjk2OTI3OTA1,w==",1/19/2018 16:40,GB,
13110898,10,"MTEz,TMy,TI5,Q==",1/19/2018 16:44,US,oregon
13111023,5,"MTYzMTY4,jI4,Q==",1/19/2018 16:49,US,south carolina
13111027,10,MzM1MzU3Mjk3OA==,1/19/2018 16:49,US,texas
13111031,9,"MTUwOTY5MTc2,w==",1/19/2018 16:49,UA,kyiv
13111440,10,"MTEw,DgwMjkx,A==",1/19/2018 17:04,US,new york
13126281,7,MTIwMzIzODQ4MQ==,1/20/2018 9:03,US,new york
13126877,10,"Mjk5,TI4,TM1MQ==",1/20/2018 9:56,UA,odes 'ka oblast'
13126959,9,MTU1MDUxOTQzMw==,1/20/2018 10:02,CH,ticino
13127065,7,"MzAz,Tg0MDc0MQ==",1/20/2018 10:10,ID,jakarta raya
13129058,8,"MzE3,jc3OTI5,A==",1/20/2018 12:40,BR,sao paulo
13129200,7,MzQxMTgxMjYwMw==,1/20/2018 12:49,IN,delhi
13130904,10,",DE3Mzky,jMz",1/20/2018 14:35,CA,nova scotia
13131865,10,",jM0MTAzODc0",1/20/2018 15:29,GB,
13132115,8,MTUxMTI2MTYwMg==,1/20/2018 15:46,FR,centre-val de loire
13132264,7,MzE4OTYwMzA1MA==,1/20/2018 15:55,CO,antioquia
13132293,10,"MjA5ODc2,TM2",1/20/2018 15:56,US,illinois
13132792,10,"MTE2,TA2MDI3MQ==",1/20/2018 16:26,US,new york
13132814,10,"MTM3MzY2,jY3,A==",1/20/2018 16:27,SE,skane lan
13133530,9,"MzE0ODk3MTcw,Q==",1/20/2018 17:06,MX,mexico
13134336,10,MzE4MzExMDk4MA==,1/20/2018 17:50,MX,sinaloa
13134353,10,",DE0MzE2MDE2",1/20/2018 17:50,US,connecticut
13134559,9,"MTYy,zA1MzEw,Q==",1/20/2018 18:02,US,new york
13135098,8,MzQzMDE1OTEyOQ==,1/20/2018 18:31,US,south carolina
13135444,4,"MTE4,jg1MDI3,g==",1/20/2018 18:50,US,nevada
13136869,7,"MTYx,DMz,zAxOA==",1/20/2018 20:08,US,new york
13136882,3,"MzA5ODQ4,jg1,w==",1/20/2018 20:09,CA,ontario
13136930,8,MTIzMzczOTExMg==,1/20/2018 20:12,US,georgia
13137956,10,"MTIx,zIw,Dk5OQ==",1/20/2018 21:12,CA,ontario
13139241,9,"MTE4MDY2OTUw,w==",1/20/2018 22:27,US,california
13139924,9,"MzEzMDc1,TY3MA==",1/20/2018 23:05,CO,distrito capital
13140782,9,"MTMwMDEzMjIw,A==",1/21/2018 0:20,IL,tel aviv
13141676,8,"Mjkw,jYzMDU2OA==",1/21/2018 1:53,US,new jersey
13143647,6,MTI0MDgwMTM3OA==,1/21/2018 6:18,US,florida
13143857,5,"MTY1MjU1,TAw,w==",1/21/2018 6:55,US,montana
13143987,7,MjczMzg2OTkxMw==,1/21/2018 7:08,US,california
13146425,10,"MTIw,Dc3,DQyMw==",1/21/2018 10:54,US,pennsylvania
13146913,7,"MTMy,Dk2MTE5,w==",1/21/2018 11:27,FR,
13147855,7,"Mjg4OTM2MDAy,w==",1/21/2018 12:34,US,new york
13149932,8,"MTIy,jA5Mjg5,w==",1/21/2018 14:50,US,south carolina
13153295,10,MTczMjU4MTcxMw==,1/21/2018 18:06,IN,delhi
13153492,10,MTE3ODc3OTAwOQ==,1/21/2018 18:16,CA,british columbia
13154270,9,"MTM2,DM1,DU0OQ==",1/21/2018 18:55,BE,antwerpen
13154664,10,"MzU3OTQyMDY1,w==",1/21/2018 19:15,SE,stockholms lan
13155013,4,"MTgz,TQ0ODkzMQ==",1/21/2018 19:34,RO,bucuresti
13155310,5,"MTEz,TcxOTkwMw==",1/21/2018 19:50,US,tennessee
13155794,5,"MTM1,DE1,zYxOQ==",1/21/2018 20:16,IT,padova
13155841,0,MTI1MDc2MzM2Mg==,1/21/2018 20:19,US,ohio
13156693,10,"MTcw,jgwMjcwMQ==",1/21/2018 21:04,AU,victoria
13156769,10,"MjUy,Tg5,DM=",1/21/2018 21:09,AU,new south wales
13156907,10,"MTEz,jQyMTcxOA==",1/21/2018 21:17,US,california
13157724,8,"MzM3,jc4MjUzOQ==",1/21/2018 22:06,BR,sao paulo
13157919,9,"MTg1,Dgw,jExMQ==",1/21/2018 22:17,AU,new south wales
13158175,10,"MzUy,jgyMDc2Mw==",1/21/2018 22:30,NZ,auckland
13158351,8,"MTQ1MjYwMzg2,A==",1/21/2018 22:42,GB,
13158644,3,MTE3MDkyMjg5MA==,1/21/2018 23:02,US,new york
13158674,10,"MzE4,TA2,jA1,A==",1/21/2018 23:04,MX,
13158923,6,MTIzMDg3MDgzMQ==,1/21/2018 23:24,US,california
13158928,9,"MjY2,TQxMDIz,A==",1/21/2018 23:25,US,new york
13159045,7,"Mjkw,DU2ODYwMQ==",1/21/2018 23:34,CA,ontario
13159152,8,"MzE3MDYy,jQy,g==",1/21/2018 23:41,PT,porto
13159185,10,"MTUz,Tky,Dgw,A==",1/21/2018 23:44,GR,
13159247,6,"MTcyODM3,jY3,w==",1/21/2018 23:48,AU,new south wales
13159517,10,MjAxOTA3MjEwMg==,1/22/2018 0:10,AU,victoria
13159539,10,"MTY2,zk4MDAzMQ==",1/22/2018 0:11,US,illinois
13159863,8,"MjQ1,TQwOTQ0MA==",1/22/2018 0:34,GB,
13159920,5,"MTY1,TIx,jY2MQ==",1/22/2018 0:39,US,oklahoma
13160156,6,"MzQx,zIyMzk2Mg==",1/22/2018 0:55,AU,victoria
13160210,10,"Mzcw,jI4,zA0,Q==",1/22/2018 0:59,AU,new south wales
13160785,8,MTk5Mjg1MTQyMA==,1/22/2018 1:40,SG,central
13160873,7,"MTczMTY1MTY3,g==",1/22/2018 1:47,AU,new south wales
13161043,8,"MTc3MjA4,TY2Mw==",1/22/2018 1:59,MA,grand casablanca
13161108,10,"MTI2,zE4MDI3Mg==",1/22/2018 2:03,US,wisconsin
13161490,9,"MzQ3,TQzMTc3,g==",1/22/2018 2:29,US,new york
13161568,7,"MTkz,DAyMzM0,g==",1/22/2018 2:35,AU,new south wales
13161584,9,"ODM1,jYy,Dg3",1/22/2018 2:36,IN,karnataka
13162604,10,"MTcyOTgw,jc3MQ==",1/22/2018 4:00,MN,ulaanbaatar
13162798,0,MzM5ODA2MDExOA==,1/22/2018 4:19,AU,victoria
13162814,10,"MzMyODUy,jIy,g==",1/22/2018 4:21,US,california
13163025,8,"MjYz,zMxOTk0,g==",1/22/2018 4:43,IN,tamil nadu
13163036,8,"MTg0,TIz,jU0MQ==",1/22/2018 4:45,RU,moskva
13163216,10,",jYx,Tc0,DQ5",1/22/2018 5:03,JP,tokyo
13163249,9,"MTg2ODQ5MDk0,w==",1/22/2018 5:07,ID,jakarta raya
13163391,9,"MTg4,zg2ODc3,Q==",1/22/2018 5:22,LK,
13163523,10,"ODM1,Tc1,TIy",1/22/2018 5:36,IN,karnataka
13163552,10,"MjA2,jk0MTQ3OQ==",1/22/2018 5:40,AU,south australia
13163897,8,"MTAz,zYwMzg2OA==",1/22/2018 6:10,TW,taipei city
13164261,10,"MzI1MTg5,zcyMg==",1/22/2018 6:43,NO,ostfold
13164436,5,MTg4ODMzOTc4OA==,1/22/2018 6:57,AU,new south wales
13164513,4,"MTUy,Dk5,TQ1MA==",1/22/2018 7:05,SE,uppsala lan
13164584,9,"MTM4,zYwODA3MA==",1/22/2018 7:12,FI,uusimaa
13164618,7,MTk0MTY4MjU1OA==,1/22/2018 7:14,AU,queensland
13164658,9,"MzU4,Tc5,zk5MQ==",1/22/2018 7:17,FI,satakunta
13164718,10,"MjA4,TgzMDA4,g==",1/22/2018 7:21,PH,
13164754,10,"MzY0,TQzMTAxMg==",1/22/2018 7:24,DE,bayern
13164775,9,",zg3MjEzMzc2",1/22/2018 7:25,SE,jonkopings lan
13164851,8,"MTQ1,DE5,zUw,w==",1/22/2018 7:32,GB,
13165174,7,",TMw,Tg3,TA4",1/22/2018 7:58,NL,utrecht
13165338,9,"MzEw,DU1OTk3OA==",1/22/2018 8:08,FI,uusimaa
13165626,8,"MTU1MzU5,zA5OA==",1/22/2018 8:24,FR,
13165756,9,",jkxODU5MTY0",1/22/2018 8:32,KE,
13165859,8,"MTUzMzUw,jk3Mw==",1/22/2018 8:39,DE,baden-wurttemberg
13165868,10,"MTA1,jQ5OTA2Mg==",1/22/2018 8:39,FI,uusimaa
13165980,10,"MzI2,TA4Mjg5,A==",1/22/2018 8:46,FI,uusimaa
13165982,8,"MTUw,DA2,DEzMQ==",1/22/2018 8:46,FI,southwest finland
13166007,10,"MTMz,Dk0,TA5Mg==",1/22/2018 8:48,ES,madrid
13166132,6,"MTUyMjEz,TEw,A==",1/22/2018 8:56,DK,midtjylland
13166169,10,Mjk5OTUxMjA3MA==,1/22/2018 8:58,DE,nordrhein-westfalen
13166278,8,MTU4MTI4MzM1OQ==,1/22/2018 9:04,GR,
